date_time,hour,day_of_week,is_weekend,temp_c,rain_1h,snow_1h,weather_main,season,is_holiday,traffic_volume,congestion
2012-10-02 09:00:00,9,3,0,9.580000000000041,0.0,0.0,Clouds,fall,0,2797,medium
2012-10-02 10:00:00,10,3,0,8.600000000000023,0.0,0.0,Clear,fall,0,2593,medium
2012-10-02 11:00:00,11,3,0,9.370000000000005,0.0,0.0,Clouds,fall,0,2502,medium
2012-10-02 12:00:00,12,3,0,10.200000000000045,0.0,0.0,Clouds,fall,0,3063,medium
2012-10-02 13:00:00,13,3,0,11.410000000000025,0.0,0.0,Clear,fall,0,3232,medium
2012-10-02 14:00:00,14,3,0,8.939999999999998,4.66,0.0,Rain,fall,0,2583,medium
2012-10-02 15:00:00,15,3,0,11.5,0.0,0.0,Clear,fall,0,4215,high
2012-10-02 16:00:00,16,3,0,11.550000000000011,0.0,0.0,Clouds,fall,0,4289,high
2012-10-02 17:00:00,17,3,0,14.32000000000005,0.0,0.0,Clear,fall,0,4339,high
2012-10-02 18:00:00,18,3,0,11.520000000000039,0.62,0.0,Rain,fall,0,3186,medium
2012-10-02 19:00:00,19,3,0,10.680000000000007,0.0,0.0,Clouds,fall,0,2648,medium
2012-10-02 20:00:00,20,3,0,4.580000000000041,0.0,0.0,Clouds,fall,0,2223,medium
2012-10-02 21:00:00,21,3,0,5.53000000000003,0.0,0.0,Clear,fall,0,857,low
2012-10-02 22:00:00,22,3,0,10.870000000000005,0.0,0.0,Clouds,fall,0,844,low
2012-10-02 23:00:00,23,3,0,5.3799999999999955,0.0,0.0,Clear,fall,0,763,low
2012-10-03 00:00:00,0,4,0,3.920000000000016,0.0,0.0,Clear,fall,0,802,low
2012-10-03 01:00:00,1,4,0,6.480000000000018,0.0,0.0,Clouds,fall,0,1113,low
2012-10-03 02:00:00,2,4,0,7.840000000000032,0.0,0.0,Clear,fall,0,627,low
2012-10-03 03:00:00,3,4,0,3.580000000000041,0.0,0.0,Clear,fall,0,478,low
2012-10-03 04:00:00,4,4,0,3.75,0.0,0.0,Clouds,fall,0,1562,medium
2012-10-03 05:00:00,5,4,0,2.1299999999999955,0.0,0.0,Clouds,fall,0,1974,medium
2012-10-03 06:00:00,6,4,0,7.689999999999998,0.0,0.0,Clear,fall,0,2860,medium
2012-10-03 07:00:00,7,4,0,9.28000000000003,0.0,0.0,Clear,fall,0,3277,medium
2012-10-03 08:00:00,8,4,0,6.28000000000003,0.0,0.0,Clouds,fall,0,2874,medium
2012-10-03 09:00:00,9,4,0,9.740000000000009,0.0,0.0,Clear,fall,0,2903,medium
2012-10-03 10:00:00,10,4,0,10.689999999999998,0.0,0.0,Fog,fall,0,2492,medium
2012-10-03 11:00:00,11,4,0,9.730000000000018,0.0,0.0,Clear,fall,0,2885,medium
2012-10-03 12:00:00,12,4,0,15.310000000000002,6.8,0.0,Rain,fall,0,2667,medium
2012-10-03 13:00:00,13,4,0,13.450000000000045,0.0,0.0,Clear,fall,0,3170,medium
2012-10-03 14:00:00,14,4,0,10.57000000000005,0.0,0.0,Clouds,fall,0,3461,medium
2012-10-03 15:00:00,15,4,0,14.160000000000025,0.0,0.0,Clear,fall,0,3985,high
2012-10-03 16:00:00,16,4,0,15.490000000000009,0.0,0.0,Clear,fall,0,4548,high
2012-10-03 17:00:00,17,4,0,9.150000000000034,0.0,0.0,Clouds,fall,0,4502,high
2012-10-03 18:00:00,18,4,0,8.460000000000036,0.0,0.0,Clear,fall,0,3841,high
2012-10-03 19:00:00,19,4,0,16.660000000000025,0.0,0.0,Clouds,fall,0,2546,medium
2012-10-03 20:00:00,20,4,0,10.390000000000043,0.0,0.0,Clear,fall,0,1714,medium
2012-10-03 21:00:00,21,4,0,8.860000000000014,0.0,0.0,Fog,fall,0,759,low
2012-10-03 22:00:00,22,4,0,6.580000000000041,0.0,0.0,Clouds,fall,0,1220,low
2012-10-03 23:00:00,23,4,0,6.5,0.0,2.18,Snow,fall,0,593,low
2012-10-04 00:00:00,0,5,0,2.25,0.0,0.0,Clear,fall,0,926,low
2012-10-04 01:00:00,1,5,0,0.9000000000000341,0.0,2.95,Snow,fall,0,514,low
2012-10-04 02:00:00,2,5,0,5.960000000000036,0.0,0.0,Mist,fall,0,839,low
2012-10-04 03:00:00,3,5,0,3.990000000000009,0.0,0.0,Mist,fall,0,287,low
2012-10-04 04:00:00,4,5,0,4.550000000000011,0.0,3.38,Snow,fall,0,637,low
2012-10-04 05:00:00,5,5,0,5.170000000000016,3.74,0.0,Rain,fall,0,1929,medium
2012-10-04 06:00:00,6,5,0,8.29000000000002,0.0,0.0,Clear,fall,0,2983,medium
2012-10-04 07:00:00,7,5,0,10.03000000000003,0.0,0.0,Clear,fall,0,3599,high
2012-10-04 08:00:00,8,5,0,6.730000000000018,0.0,0.0,Clear,fall,0,3134,medium
2012-10-04 09:00:00,9,5,0,7.970000000000027,0.0,0.0,Clear,fall,0,2757,medium
2012-10-04 10:00:00,10,5,0,8.200000000000045,0.0,0.0,Clouds,fall,0,2735,medium
2012-10-04 11:00:00,11,5,0,9.170000000000016,0.0,0.0,Clear,fall,0,2456,medium
2012-10-04 12:00:00,12,5,0,10.04000000000002,0.0,0.0,Clouds,fall,0,3218,medium
2012-10-04 13:00:00,13,5,0,10.520000000000039,0.0,0.0,Clouds,fall,0,3381,medium
2012-10-04 14:00:00,14,5,0,13.939999999999998,0.0,0.0,Clear,fall,0,3584,high
2012-10-04 15:00:00,15,5,0,10.660000000000025,0.0,0.0,Clear,fall,0,4277,high
2012-10-04 16:00:00,16,5,0,7.860000000000014,4.65,0.0,Rain,fall,0,3624,high
2012-10-04 17:00:00,17,5,0,11.580000000000041,3.46,0.0,Rain,fall,0,3984,high
2012-10-04 18:00:00,18,5,0,12.32000000000005,0.0,0.0,Clear,fall,0,3824,high
2012-10-04 19:00:00,19,5,0,11.680000000000007,0.0,0.0,Clear,fall,0,2127,medium
2012-10-04 20:00:00,20,5,0,5.860000000000014,6.73,0.0,Rain,fall,0,1538,medium
2012-10-04 21:00:00,21,5,0,8.180000000000007,0.0,0.0,Clouds,fall,0,1335,low
2012-10-04 22:00:00,22,5,0,7.430000000000007,0.0,0.0,Clear,fall,0,1145,low
2012-10-04 23:00:00,23,5,0,8.189999999999998,0.0,0.0,Clear,fall,0,682,low
2012-10-05 00:00:00,0,6,0,5.260000000000048,0.0,0.0,Clear,fall,0,372,low
2012-10-05 01:00:00,1,6,0,4.090000000000032,0.0,0.0,Clear,fall,0,828,low
2012-10-05 02:00:00,2,6,0,6.590000000000032,0.0,4.54,Snow,fall,0,597,low
2012-10-05 03:00:00,3,6,0,3.890000000000043,0.0,0.0,Clear,fall,0,1076,low
2012-10-05 04:00:00,4,6,0,4.890000000000043,0.75,0.0,Rain,fall,0,857,low
2012-10-05 05:00:00,5,6,0,2.6000000000000227,7.6,0.0,Rain,fall,0,1249,low
2012-10-05 06:00:00,6,6,0,7.2900000000000205,0.0,0.0,Clear,fall,0,2744,medium
2012-10-05 07:00:00,7,6,0,6.210000000000036,0.0,0.0,Clouds,fall,0,3392,medium
2012-10-05 08:00:00,8,6,0,8.910000000000025,0.0,0.0,Clouds,fall,0,3265,medium
2012-10-05 09:00:00,9,6,0,8.550000000000011,0.0,0.0,Clear,fall,0,2345,medium
2012-10-05 10:00:00,10,6,0,7.300000000000011,0.0,0.0,Clear,fall,0,2660,medium
2012-10-05 11:00:00,11,6,0,8.270000000000039,0.0,0.0,Clouds,fall,0,2806,medium
2012-10-05 12:00:00,12,6,0,10.370000000000005,0.0,0.0,Mist,fall,0,3155,medium
2012-10-05 13:00:00,13,6,0,11.600000000000023,0.0,0.0,Clear,fall,0,3681,high
2012-10-05 14:00:00,14,6,0,11.510000000000048,0.0,0.0,Clouds,fall,0,3486,medium
2012-10-05 15:00:00,15,6,0,14.270000000000039,0.0,0.0,Clear,fall,0,3673,high
2012-10-05 16:00:00,16,6,0,9.75,0.0,0.0,Clear,fall,0,4522,high
2012-10-05 17:00:00,17,6,0,12.640000000000043,5.57,0.0,Rain,fall,0,3799,high
2012-10-05 18:00:00,18,6,0,9.060000000000002,0.0,0.0,Haze,fall,0,3203,medium
2012-10-05 19:00:00,19,6,0,6.7000000000000455,0.0,0.0,Clear,fall,0,2470,medium
2012-10-05 20:00:00,20,6,0,9.210000000000036,0.0,0.0,Clouds,fall,0,1349,low
2012-10-05 21:00:00,21,6,0,7.730000000000018,0.0,0.0,Clear,fall,0,1026,low
2012-10-05 22:00:00,22,6,0,6.980000000000018,0.0,0.0,Clouds,fall,0,821,low
2012-10-05 23:00:00,23,6,0,10.510000000000048,0.0,0.0,Clear,fall,0,1012,low
2012-10-06 00:00:00,0,7,1,6.240000000000009,0.0,0.0,Clouds,fall,0,847,low
2012-10-06 01:00:00,1,7,1,1.7600000000000477,1.88,0.0,Rain,fall,0,531,low
2012-10-06 02:00:00,2,7,1,2.150000000000034,0.0,0.0,Clear,fall,0,622,low
2012-10-06 03:00:00,3,7,1,4.160000000000025,0.0,0.0,Clear,fall,0,1139,low
2012-10-06 04:00:00,4,7,1,4.5,0.0,0.0,Clear,fall,0,1257,low
2012-10-06 05:00:00,5,7,1,4.980000000000018,0.0,0.0,Clouds,fall,0,864,low
2012-10-06 06:00:00,6,7,1,6.260000000000048,2.53,0.0,Rain,fall,0,1015,low
2012-10-06 07:00:00,7,7,1,5.650000000000034,0.0,0.0,Clear,fall,0,1584,medium
2012-10-06 08:00:00,8,7,1,6.960000000000036,0.0,0.0,Clear,fall,0,1635,medium
2012-10-06 09:00:00,9,7,1,8.100000000000023,0.0,0.0,Clouds,fall,0,1661,medium
2012-10-06 10:00:00,10,7,1,8.160000000000025,0.0,0.0,Clouds,fall,0,2064,medium
2012-10-06 11:00:00,11,7,1,8.010000000000048,0.0,0.0,Clear,fall,0,2423,medium
2012-10-06 12:00:00,12,7,1,13.400000000000034,0.0,0.0,Clear,fall,0,2696,medium
2012-10-06 13:00:00,13,7,1,12.189999999999998,0.0,0.0,Clear,fall,0,2693,medium
2012-10-06 14:00:00,14,7,1,13.79000000000002,0.0,0.0,Clouds,fall,0,2341,medium
2012-10-06 15:00:00,15,7,1,11.879999999999995,0.0,0.0,Clouds,fall,0,2322,medium
2012-10-06 16:00:00,16,7,1,14.5,0.0,0.0,Clouds,fall,0,2480,medium
2012-10-06 17:00:00,17,7,1,9.600000000000023,0.0,0.0,Clear,fall,0,1729,medium
2012-10-06 18:00:00,18,7,1,8.939999999999998,2.21,0.0,Rain,fall,0,1758,medium
2012-10-06 19:00:00,19,7,1,8.210000000000036,0.0,0.0,Clear,fall,0,1331,low
2012-10-06 20:00:00,20,7,1,6.1200000000000045,0.0,0.0,Clear,fall,0,1423,low
2012-10-06 21:00:00,21,7,1,5.770000000000039,6.58,0.0,Rain,fall,0,1145,low
2012-10-06 22:00:00,22,7,1,4.689999999999998,0.0,2.34,Snow,fall,0,679,low
2012-10-06 23:00:00,23,7,1,3.7000000000000455,0.0,0.0,Clouds,fall,0,513,low
2012-10-07 00:00:00,0,1,1,2.490000000000009,0.0,0.0,Clouds,fall,0,728,low
